"Phrase","Count"
"of a standard",3
"a standard character",3
"standard character in",1
"character in the",1
"in the selected",1
"the selected font",1
"This saves us",1
"saves us having",1
"us having to",1
"having to work",1
"work out which",2
"out which font",1
"which font we're",1
"font we're currently",2
"we're currently using",2
"currently using on",1
"using on the",1
"And having worked",1
"having worked out",1
"worked out the",1
"out the width",6
"width and height",10
"and height of",3
"height of a",2
"standard character, we",1
"can then multiply",1
"then multiply the",1
"multiply the width",1
"the width by",1
"width by the",1
"by the number",3
"number of characters",2
"And adding a",3
"adding a little",1
"a little to",1
"little to the",1
"to the height",1
"the height just",1
"height just to",1
"just to make",1
"make it slightly",2
"it slightly bigger",1
"us the values",3
"the values we",3
"values we can",1
"can now store",1
"now store in",1
"store in our",3
"Using the global",1
"and Y as",1
"Y as the",1
"as the top",1
"the top X",2
"top X and",1
"X and top",1
"and top Y",1
"And adding on",4
"adding on to",3
"on to that",1
"to that the",2
"that the width",1
"and height for",1
"height for the",1
"for the bottom",1
"the bottom X",2
"bottom X and",2
"X and bottom",1
"and bottom Y",1
"we try compiling",2
"try compiling that",2
"compiling that now",2
"we have one",1
"have one local",1
"one local variable",1
"local variable we",1
"variable we still",1
"have to declare",2
"to declare, at",1
"of the render",1
"the render HTML",3
"render HTML tags",4
"So while we're",2
"while we're adding",1
"we're adding this",1
"adding this variable",1
"this variable I'm",1
"variable I'm going",1
"add some more",4
"We currently have",1
"currently have a",1
"a command variable",1
"command variable that",1
"variable that stores",1
"that stores the",1
"stores the current",1
"the current command",2
"As some of",1
"some of these",3
"of these tags",1
"these tags are",1
"tags are going",1
"to be nested",1
"be nested, we'll",1
"need to work",10
"work out what",6
"out what the",5
"what the previous",2
"the previous command",2
"previous command was",1
"create a local",6
"a local variable",37
"local variable to",8
"variable to keep",2
"the last command",5
"And we'll also",2
"we'll also create",1
"also create a",1
"create a couple",1
"couple more boolean",1
"more boolean variables",1
"of the fact",2
"the fact is",1
"fact is it",1
"is it an",1
"it an image",1
"an image or",1
"image or not?",1
"or not? And",1
"not? And one",1
"the fact are",1
"fact are we",1
"are we inside",1
"we inside a",1
"paragraph or not?",1
"or not? This",1
"not? This will",1
"will give us",15
"give us more",1
"us more flexibility",2
"flexibility for the",1
"for the work",1
"the work we're",1
"work we're doing",1
"we're doing today",3
"doing today and",1
"today and for",1
"and for future",1
"for future changes",1
"In this line",1
"of code we're",1
"code we're picking",1
"we're picking up",6
"up the current",2
"Before we populate",1
"we populate this",1
"populate this we'll",1
"this we'll want",1
"want to populate",1
"to populate the",20
"populate the last",1
"last command variable",1
"command variable we",1
"variable we have",2
"we have just",3
"have just created",1
"Now that that",1
"that that is",1
"that is stored",1
"is stored we",1
"stored we can",1
"can quite happily",2
"quite happily go",1
"happily go ahead",1
"go ahead and",4
"ahead and populate",1
"and populate the",4
"populate the command",1
"the command variable",3
"So as you",7
"see we make",1
"we make other",1
"make other calls",1
"other calls to",1
"calls to the",2
"we will need",4
"will need to",7
"need to amend",3
"to amend each",1
"amend each call",1
"each call to",1
"call to this",3
"to this print",1
"this print data",1
"data function to",1
"function to add",2
"to add these",2
"Additionally in the",1
"in the paragraph",1
"the paragraph section",1
"paragraph section we're",1
"section we're setting",1
"setting the paragraph",1
"the paragraph boolean",1
"be true since",1
"true since we",1
"since we know",2
"we know at",2
"know at this",2
"at this point",5
"this point we",2
"point we are",1
"we are inside",1
"are inside a",1
"And here are",1
"here are our",2
"are our extra",1
"our extra parameters",1
"extra parameters to",1
"parameters to the",1
"data function call",1
"And we've now",1
"we've now added",1
"now added the",2
"added the population",1
"the population of",3
"population of the",1
"of the in",1
"the in paragraph",3
"in paragraph variable",2
"paragraph variable to",1
"variable to false",1
"to false when",1
"false when we",1
"when we close",1
"we close off",1
"close off our",1
"off our paragraph",1
"So our application",2
"our application is",1
"application is compiling",1
"is compiling quite",1
"compiling quite happily",1
"quite happily now",1
"running it and",3
"it and see",3
"see how good",1
"how good it",1
"good it looks",1
"So we drag",1
"we drag in",3
"drag in index",1
"in index 2",1
"can see we've",1
"see we've now",1
"we've now got",1
"now got go",1
"got go to",1
"page 5 at",1
"5 at the",1
"However is it",1
"is it a",4
"it a hyperlink?",1
"a hyperlink? If",1
"hyperlink? If we",1
"on it it's",1
"it it's indeed",1
"it's indeed taking",1
"indeed taking us",1
"So we've achieved",1
"achieved the ability",2
"to have hyperlinks",1
"have hyperlinks which",1
"hyperlinks which go",1
"which go directly",1
"go directly to",1
"directly to the",1
"the page regardless",1
"page regardless if",1
"regardless if they",1
"if they are",3
"they are images",1
"are images or",1
"images or text",1
"However what we",2
"what we need",4
"need to tackle",1
"to tackle next",1
"tackle next is",1
"next is we",1
"is we need",1
"change the mouse",3
"mouse cursor from",1
"cursor from an",1
"from an arrow",1
"an arrow to",1
"arrow to a",1
"a hand when",2
"hand when it",2
"when it goes",1
"it goes over",1
"goes over a",1
"over a hot",2
"We already have",2
"already have a",2
"have a callback",1
"a callback function",2
"callback function which",1
"function which handles",1
"which handles the",1
"handles the mouse",1
"the mouse movement",1
"mouse movement on",1
"movement on the",1
"screen to pick",1
"up the left",1
"the left and",1
"and right mouse",1
"right mouse clicks",1
"is the graph",1
"the graph proc",1
"graph proc function",1
"this function we",5
"function we are",4
"we are currently",4
"are currently handling",1
"currently handling two",1
"handling two events",1
"The left mouse",10
"left mouse button",10
"mouse button going",2
"button going up",2
"going up and",1
"up and the",1
"and the right",1
"the right mouse",3
"right mouse button",3
"going to handle",3
"to handle a",1
"handle a new",1
"a new event",2
"new event in",1
"event in here",1
"to handle mouse",1
"handle mouse move",1
"This will trigger",1
"will trigger every",1
"trigger every time",1
"every time the",1
"time the mouse",1
"the mouse is",1
"mouse is actually",1
"is actually moved",1
"we will create",12
"a new local",2
"new local variable",2
"variable to allow",2
"store the handle",1
"of the new",3
"the new cursor",1
"call this hand",1
"is a new",4
"a new mouse",1
"new mouse move",1
"mouse move event",1
"This as we",1
"we did with",2
"did with the",2
"with the previous",3
"the previous events",1
"previous events is",1
"events is picking",1
"is picking up",1
"up the x",3
"y coordinates of",2
"coordinates of the",3
"of the mouse",2
"We're determining where",1
"determining where the",1
"where the location",1
"the location on",1
"location on the",1
"on the graphical",1
"the graphical screen",1
"graphical screen because",1
"screen because it",1
"because it is",2
"is a virtual",1
"a virtual graphical",1
"virtual graphical screen",1
"graphical screen by",1
"screen by adding",1
"by adding on",1
"adding on the",6
"on the width",3
"using the existing",4
"the existing function",4
"existing function is",1
"function is link",1
"is link to",1
"link to determine",1
"whether the zone",1
"the zone under",1
"zone under the",1
"under the cursor",1
"the cursor is",1
"cursor is a",1
"hot zone containing",1
"zone containing a",1
"containing a hyperlink",1
"If that's the",4
"that's the case",4
"the case we",1
"case we are",1
"we are checking",1
"are checking to",1
"if the hand",1
"the hand handle",1
"hand handle is",1
"handle is currently",1
"is currently populated",1
"If it's not",3
"it's not populated",1
"not populated we're",1
"populated we're then",1
"we're then using",2
"then using the",4
"using the Windows",1
"the Windows API",5
"API call load",1
"call load cursor",1
"load cursor to",1
"cursor to load",1
"to load our",1
"load our hand",1
"our hand cursor",1
"And using set",1
"using set cursor",1
"set cursor which",1
"cursor which is",1
"which is another",1
"is another Windows",1
"API call to",3
"call to set",1
"set the cursor",1
"the cursor to",1
"cursor to that",1
"to that particular",2
"that particular one",1
"So we're now",5
"we're now displaying",1
"now displaying index",1
"displaying index two",1
"the mouse around",1
"mouse around the",1
"around the screen",2
"the screen it",1
"screen it stays",1
"it stays as",1
"stays as the",1
"as the ordinary",1
"the ordinary arrowed",1
"ordinary arrowed mouse",1
"arrowed mouse pointer",1
"we move it",2
"move it over",1
"it over one",1
"of the zones",1
"the zones it",1
"zones it changes",1
"changes to a",2
"move it back",1
"it back it",1
"back it changes",1
"it changes back",1
"changes back to",1
"back to an",1
"to an arrow",1
"you will guess",1
"will guess we",1
"guess we are",1
"we are not",1
"are not putting",1
"not putting any",1
"putting any code",1
"any code in",1
"in to change",2
"mouse cursor back",1
"Windows is doing",1
"is doing this",1
"doing this automatically",1
"this automatically for",1
"automatically for you",1
"the mouse down",1
"mouse down to",1
"down to where",1
"to where our",1
"where our text",1
"text hyperlink is",1
"hyperlink is it",1
"is it changes",1
"a hand as",1
"hand as soon",1
"as soon as",3
"soon as we",1
"as we are",2
"we are over",1
"are over the",1
"over the hyperlink",2
"have successfully implemented",1
"successfully implemented the",1
"implemented the ability",1
"ability to change",1
"mouse cursor when",1
"cursor when we're",1
"when we're over",1
"we're over a",1
"hot zone that",1
"zone that contains",1
"that contains a",1
"One thing that",2
"thing that we",1
"we have not",8
"have not done",1
"not done yet",1
"done yet is",1
"yet is to",1
"is to change",5
"change the text",1
"the text on",5
"on our text",1
"text hyperlink to",1
"hyperlink to a",1
"to a different",1
"color and mark",1
"and mark it",1
"mark it as",2
"it as underlined",1
"This would normally",1
"would normally indicate",1
"normally indicate to",1
"indicate to the",1
"We won't do",1
"won't do that",1
"do that in",4
"that in this",1
"in this video",3
"this video we'll",1
"video we'll do",1
"we'll do that",3
"in a future",2
